ID,bars,kpi,State,Selisih,Position,Tahun
339,70,83,tetap,1,6,2021
339,70,70,tetap,2,6,2022
339,84,82,tetap,3,6,2023
339,93,86,promosi,4,6,2024
339,85,98,promosi,5,5,2025
340,74,93,tetap,1,6,2021
340,92,92,promosi,2,6,2022
340,96,81,tetap,1,5,2023
340,88,72,tetap,2,5,2024
340,67,86,tetap,3,5,2025
341,75,61,tetap,1,7,2021
341,82,91,tetap,2,7,2022
341,80,67,tetap,3,7,2023
341,76,98,tetap,4,7,2024
341,96,83,tetap,5,7,2025
342,87,94,promosi,1,6,2021
342,61,94,tetap,1,5,2022
342,90,83,tetap,2,5,2023
342,84,60,tetap,3,5,2024
342,66,72,tetap,4,5,2025
343,86,69,tetap,1,5,2021
343,100,77,tetap,2,5,2022
343,100,68,tetap,3,5,2023
343,93,87,promosi,4,5,2024
343,96,74,tetap,1,4,2025
344,63,70,tetap,1,5,2021
344,90,99,promosi,2,5,2022
344,89,88,promosi,3,4,2023
344,93,97,promosi,4,3,2024
344,78,73,tetap,1,2,2025
345,64,90,tetap,1,7,2021
345,73,88,tetap,2,7,2022
345,74,100,tetap,3,7,2023
345,89,62,tetap,4,7,2024
345,95,81,tetap,5,7,2025
346,81,62,tetap,1,7,2021
346,64,88,tetap,2,7,2022
346,72,98,tetap,3,7,2023
346,73,65,tetap,4,7,2024
346,85,87,promosi,5,7,2025
347,66,69,tetap,1,5,2021
347,77,93,tetap,2,5,2022
347,82,89,tetap,3,5,2023
347,60,87,tetap,4,5,2024
347,92,72,tetap,5,5,2025
348,65,62,mutasi,1,5,2021
348,97,92,promosi,2,6,2022
348,78,78,tetap,1,5,2023
348,90,86,promosi,2,5,2024
348,78,78,tetap,1,4,2025
349,71,97,tetap,1,5,2021
349,80,79,tetap,2,5,2022
349,69,82,tetap,3,5,2023
349,77,88,tetap,4,5,2024
349,95,83,tetap,5,5,2025
350,85,97,promosi,1,5,2021
350,87,65,tetap,1,4,2022
350,76,100,tetap,2,4,2023
350,80,86,tetap,3,4,2024
350,93,90,promosi,4,4,2025
351,84,99,tetap,1,7,2021
351,90,84,tetap,2,7,2022
351,64,70,tetap,3,7,2023
351,96,74,tetap,4,7,2024
351,76,85,tetap,5,7,2025
352,78,94,tetap,1,5,2021
352,69,60,tetap,2,5,2022
352,74,79,tetap,3,5,2023
352,70,64,tetap,4,5,2024
352,62,75,tetap,5,5,2025
353,70,91,tetap,1,7,2021
353,83,89,tetap,2,7,2022
353,96,75,tetap,3,7,2023
353,89,82,tetap,4,7,2024
353,68,78,tetap,5,7,2025
354,62,64,mutasi,1,6,2021
354,74,65,tetap,1,7,2022
354,69,76,tetap,2,7,2023
354,91,94,promosi,3,7,2024
354,92,61,tetap,1,6,2025
355,75,81,tetap,1,5,2021
355,91,95,promosi,2,5,2022
355,65,72,tetap,1,4,2023
355,94,96,promosi,2,4,2024
355,85,84,tetap,1,3,2025
356,77,93,tetap,1,6,2021
356,99,64,tetap,2,6,2022
356,81,90,tetap,3,6,2023
356,76,62,tetap,4,6,2024
356,80,85,tetap,5,6,2025
357,77,79,tetap,1,7,2021
357,91,83,tetap,2,7,2022
357,76,91,tetap,3,7,2023
357,69,78,tetap,4,7,2024
357,81,94,tetap,5,7,2025
358,83,76,tetap,1,7,2021
358,77,92,tetap,2,7,2022
358,86,78,tetap,3,7,2023
358,75,87,tetap,4,7,2024
358,61,94,tetap,5,7,2025
359,81,89,tetap,1,5,2021
359,85,84,tetap,2,5,2022
359,93,63,tetap,3,5,2023
359,62,93,tetap,4,5,2024
359,92,95,promosi,5,5,2025
360,68,79,tetap,1,6,2021
360,85,68,tetap,2,6,2022
360,97,98,promosi,3,6,2023
360,80,69,tetap,1,5,2024
360,69,75,tetap,2,5,2025
361,100,80,tetap,1,5,2021
361,79,81,tetap,2,5,2022
361,75,79,tetap,3,5,2023
361,62,79,tetap,4,5,2024
361,100,89,promosi,5,5,2025
362,82,84,tetap,1,5,2021
362,73,82,tetap,2,5,2022
362,64,61,mutasi,3,5,2023
362,83,96,tetap,1,6,2024
362,83,92,tetap,2,6,2025
363,71,99,tetap,1,6,2021
363,70,86,tetap,2,6,2022
363,92,60,tetap,3,6,2023
363,79,98,tetap,4,6,2024
363,64,91,tetap,5,6,2025
364,68,70,tetap,1,6,2021
364,88,96,promosi,2,6,2022
364,82,77,tetap,1,5,2023
364,71,77,tetap,2,5,2024
364,92,68,tetap,3,5,2025
365,73,90,tetap,1,6,2021
365,86,67,tetap,2,6,2022
365,84,84,tetap,3,6,2023
365,90,70,tetap,4,6,2024
365,69,92,tetap,5,6,2025
366,79,99,tetap,1,6,2021
366,83,93,tetap,2,6,2022
366,94,94,promosi,3,6,2023
366,72,70,tetap,1,5,2024
366,82,81,tetap,2,5,2025
367,70,68,tetap,1,7,2021
367,85,80,tetap,2,7,2022
367,65,91,tetap,3,7,2023
367,65,64,mutasi,4,7,2024
367,86,94,promosi,5,7,2025
368,90,71,tetap,1,7,2021
368,73,95,tetap,2,7,2022
368,85,63,tetap,3,7,2023
368,65,78,tetap,4,7,2024
368,92,92,promosi,5,7,2025
369,65,66,tetap,1,5,2021
369,66,94,tetap,2,5,2022
369,62,62,mutasi,3,5,2023
369,88,71,tetap,1,6,2024
369,78,84,tetap,2,6,2025
370,80,73,tetap,1,7,2021
370,89,85,promosi,2,7,2022
370,90,87,promosi,3,6,2023
370,71,60,tetap,1,5,2024
370,99,86,promosi,2,5,2025
371,66,93,tetap,1,5,2021
371,84,81,tetap,2,5,2022
371,70,83,tetap,3,5,2023
371,63,68,tetap,4,5,2024
371,63,98,tetap,5,5,2025
372,65,92,tetap,1,7,2021
372,92,100,promosi,2,7,2022
372,71,74,tetap,1,6,2023
372,99,79,tetap,2,6,2024
372,60,96,tetap,3,6,2025
373,64,66,tetap,1,5,2021
373,60,72,tetap,2,5,2022
373,90,88,promosi,3,5,2023
373,91,65,tetap,1,4,2024
373,70,65,tetap,2,4,2025
374,95,75,tetap,1,7,2021
374,77,85,tetap,2,7,2022
374,72,100,tetap,3,7,2023
374,83,85,tetap,4,7,2024
374,75,65,tetap,5,7,2025
375,93,80,tetap,1,7,2021
375,89,79,tetap,2,7,2022
375,93,92,promosi,3,7,2023
375,63,90,tetap,1,6,2024
375,78,65,tetap,2,6,2025
376,84,92,tetap,1,7,2021
376,86,85,promosi,2,7,2022
376,91,91,promosi,3,6,2023
376,60,62,mutasi,4,5,2024
376,89,71,tetap,1,6,2025
377,89,80,tetap,1,7,2021
377,97,82,tetap,2,7,2022
377,91,73,tetap,3,7,2023
377,62,80,tetap,4,7,2024
377,75,73,tetap,5,7,2025
378,91,96,promosi,1,5,2021
378,99,99,promosi,2,4,2022
378,79,62,tetap,1,3,2023
378,98,99,promosi,2,3,2024
378,88,87,promosi,3,2,2025
379,87,87,promosi,1,5,2021
379,83,90,tetap,1,4,2022
379,97,67,tetap,2,4,2023
379,75,70,tetap,3,4,2024
379,78,60,tetap,4,4,2025
380,90,79,tetap,1,5,2021
380,96,68,tetap,2,5,2022
380,73,100,tetap,3,5,2023
380,96,79,tetap,4,5,2024
380,90,66,tetap,5,5,2025
381,95,69,tetap,1,5,2021
381,100,64,tetap,2,5,2022
381,86,73,tetap,3,5,2023
381,62,97,tetap,4,5,2024
381,99,93,promosi,5,5,2025
382,98,96,promosi,1,5,2021
382,82,86,tetap,1,4,2022
382,81,87,tetap,2,4,2023
382,62,89,tetap,3,4,2024
382,66,94,tetap,4,4,2025
383,65,84,tetap,1,7,2021
383,68,74,tetap,2,7,2022
383,97,87,promosi,3,7,2023
383,60,78,tetap,1,6,2024
383,96,83,tetap,2,6,2025
384,78,94,tetap,1,5,2021
384,62,72,tetap,2,5,2022
384,63,98,tetap,3,5,2023
384,60,69,tetap,4,5,2024
384,78,70,tetap,5,5,2025
385,100,70,tetap,1,5,2021
385,81,64,tetap,2,5,2022
385,74,89,tetap,3,5,2023
385,100,65,tetap,4,5,2024
385,72,60,tetap,5,5,2025
386,64,97,tetap,1,6,2021
386,91,90,promosi,2,6,2022
386,94,72,tetap,1,5,2023
386,97,96,promosi,2,5,2024
386,64,85,tetap,1,4,2025
387,81,85,tetap,1,7,2021
387,96,74,tetap,2,7,2022
387,92,91,promosi,3,7,2023
387,61,91,tetap,1,6,2024
387,78,72,tetap,2,6,2025
388,61,87,tetap,1,5,2021
388,60,89,tetap,2,5,2022
388,97,80,tetap,3,5,2023
388,65,62,mutasi,4,5,2024
388,97,88,promosi,5,6,2025
389,96,92,promosi,1,5,2021
389,99,95,promosi,2,4,2022
389,78,61,tetap,1,3,2023
389,60,91,tetap,2,3,2024
389,81,72,tetap,3,3,2025
390,85,71,tetap,1,5,2021
390,73,90,tetap,2,5,2022
390,96,77,tetap,3,5,2023
390,63,92,tetap,4,5,2024
390,90,63,tetap,5,5,2025
391,75,61,tetap,1,6,2021
391,76,67,tetap,2,6,2022
391,86,93,promosi,3,6,2023
391,96,91,promosi,4,5,2024
391,91,91,promosi,5,4,2025
392,72,60,tetap,1,5,2021
392,81,77,tetap,2,5,2022
392,66,88,tetap,3,5,2023
392,68,70,tetap,4,5,2024
392,87,96,promosi,5,5,2025
393,64,65,mutasi,1,6,2021
393,86,63,tetap,1,7,2022
393,87,71,tetap,2,7,2023
393,60,66,tetap,3,7,2024
393,95,80,tetap,4,7,2025
394,76,100,tetap,1,5,2021
394,78,67,tetap,2,5,2022
394,73,72,tetap,3,5,2023
394,99,79,tetap,4,5,2024
394,87,91,promosi,5,5,2025
395,82,78,tetap,1,6,2021
395,64,92,tetap,2,6,2022
395,69,68,tetap,3,6,2023
395,64,75,tetap,4,6,2024
395,92,78,tetap,5,6,2025
396,80,83,tetap,1,7,2021
396,60,93,tetap,2,7,2022
396,96,65,tetap,3,7,2023
396,94,83,tetap,4,7,2024
396,68,68,tetap,5,7,2025
397,73,92,tetap,1,5,2021
397,92,66,tetap,2,5,2022
397,84,73,tetap,3,5,2023
397,83,97,tetap,4,5,2024
397,81,88,tetap,5,5,2025
398,84,79,tetap,1,6,2021
398,75,64,tetap,2,6,2022
398,88,95,promosi,3,6,2023
398,63,82,tetap,1,5,2024
398,92,91,promosi,2,5,2025
399,91,80,tetap,1,7,2021
399,86,88,promosi,2,7,2022
399,79,72,tetap,1,6,2023
399,100,76,tetap,2,6,2024
399,100,75,tetap,3,6,2025
400,63,94,tetap,1,5,2021
400,87,61,tetap,2,5,2022
400,73,84,tetap,3,5,2023
400,81,85,tetap,4,5,2024
400,82,74,tetap,5,5,2025
401,96,98,promosi,1,5,2021
401,91,87,promosi,2,4,2022
401,63,88,tetap,1,3,2023
401,98,80,tetap,2,3,2024
401,72,82,tetap,3,3,2025
402,96,98,promosi,1,7,2021
402,86,79,tetap,1,6,2022
402,90,90,promosi,2,6,2023
402,67,96,tetap,1,5,2024
402,71,95,tetap,2,5,2025
403,82,92,tetap,1,5,2021
403,60,70,tetap,2,5,2022
403,91,83,tetap,3,5,2023
403,71,88,tetap,4,5,2024
403,60,96,tetap,5,5,2025
404,89,82,tetap,1,5,2021
404,65,96,tetap,2,5,2022
404,91,72,tetap,3,5,2023
404,70,96,tetap,4,5,2024
404,69,70,tetap,5,5,2025
405,96,70,tetap,1,7,2021
405,88,98,promosi,2,7,2022
405,83,75,tetap,1,6,2023
405,80,64,tetap,2,6,2024
405,63,100,tetap,3,6,2025
406,71,75,tetap,1,5,2021
406,99,96,promosi,2,5,2022
406,90,60,tetap,1,4,2023
406,80,72,tetap,2,4,2024
406,62,86,tetap,3,4,2025
407,62,67,tetap,1,6,2021
407,72,90,tetap,2,6,2022
407,95,97,promosi,3,6,2023
407,87,98,promosi,4,5,2024
407,84,70,tetap,1,4,2025
408,62,64,mutasi,1,7,2021
408,61,100,tetap,1,7,2022
408,79,63,tetap,2,7,2023
408,82,82,tetap,3,7,2024
408,66,65,tetap,4,7,2025
409,76,80,tetap,1,5,2021
409,69,75,tetap,2,5,2022
409,96,94,promosi,3,5,2023
409,69,72,tetap,1,4,2024
409,95,68,tetap,2,4,2025
410,60,85,tetap,1,7,2021
410,85,100,promosi,2,7,2022
410,73,79,tetap,1,6,2023
410,77,90,tetap,2,6,2024
410,76,85,tetap,3,6,2025
411,98,86,promosi,1,6,2021
411,67,100,tetap,1,5,2022
411,77,64,tetap,2,5,2023
411,82,81,tetap,3,5,2024
411,96,62,tetap,4,5,2025
412,99,71,tetap,1,5,2021
412,66,95,tetap,2,5,2022
412,84,86,tetap,3,5,2023
412,96,93,promosi,4,5,2024
412,74,66,tetap,1,4,2025
413,99,61,tetap,1,5,2021
413,61,68,tetap,2,5,2022
413,93,93,promosi,3,5,2023
413,88,64,tetap,1,4,2024
413,83,82,tetap,2,4,2025
414,92,63,tetap,1,6,2021
414,76,78,tetap,2,6,2022
414,68,84,tetap,3,6,2023
414,84,73,tetap,4,6,2024
414,93,76,tetap,5,6,2025
415,100,85,promosi,1,7,2021
415,87,84,tetap,1,6,2022
415,99,89,promosi,2,6,2023
415,72,60,tetap,1,5,2024
415,94,66,tetap,2,5,2025
416,79,61,tetap,1,7,2021
416,74,66,tetap,2,7,2022
416,93,70,tetap,3,7,2023
416,61,95,tetap,4,7,2024
416,94,61,tetap,5,7,2025
417,77,90,tetap,1,7,2021
417,61,76,tetap,2,7,2022
417,79,83,tetap,3,7,2023
417,74,77,tetap,4,7,2024
417,92,64,tetap,5,7,2025
418,81,97,tetap,1,6,2021
418,64,87,tetap,2,6,2022
418,74,92,tetap,3,6,2023
418,69,77,tetap,4,6,2024
418,66,97,tetap,5,6,2025
419,99,97,promosi,1,7,2021
419,85,62,tetap,1,6,2022
419,70,70,tetap,2,6,2023
419,84,60,tetap,3,6,2024
419,66,82,tetap,4,6,2025
420,64,72,tetap,1,7,2021
420,78,87,tetap,2,7,2022
420,79,80,tetap,3,7,2023
420,75,82,tetap,4,7,2024
420,83,94,tetap,5,7,2025
421,90,73,tetap,1,7,2021
421,95,92,promosi,2,7,2022
421,79,71,tetap,1,6,2023
421,97,99,promosi,2,6,2024
421,99,67,tetap,1,5,2025
422,71,98,tetap,1,7,2021
422,90,92,promosi,2,7,2022
422,99,65,tetap,1,6,2023
422,81,86,tetap,2,6,2024
422,62,61,mutasi,3,6,2025
423,75,69,tetap,1,6,2021
423,96,76,tetap,2,6,2022
423,89,87,promosi,3,6,2023
423,79,75,tetap,1,5,2024
423,81,72,tetap,2,5,2025
424,87,69,tetap,1,6,2021
424,88,73,tetap,2,6,2022
424,81,69,tetap,3,6,2023
424,74,62,tetap,4,6,2024
424,85,80,tetap,5,6,2025
425,78,67,tetap,1,7,2021
425,79,67,tetap,2,7,2022
425,99,82,tetap,3,7,2023
425,66,95,tetap,4,7,2024
425,77,72,tetap,5,7,2025
426,97,96,promosi,1,6,2021
426,68,99,tetap,1,5,2022
426,97,64,tetap,2,5,2023
426,88,95,promosi,3,5,2024
426,93,78,tetap,1,4,2025
427,75,66,tetap,1,6,2021
427,64,61,mutasi,2,6,2022
427,64,87,tetap,1,7,2023
427,71,81,tetap,2,7,2024
427,60,89,tetap,3,7,2025
428,63,95,tetap,1,5,2021
428,67,79,tetap,2,5,2022
428,74,84,tetap,3,5,2023
428,94,97,promosi,4,5,2024
428,66,94,tetap,1,4,2025
429,87,79,tetap,1,6,2021
429,94,81,tetap,2,6,2022
429,76,90,tetap,3,6,2023
429,87,78,tetap,4,6,2024
429,82,75,tetap,5,6,2025
430,99,70,tetap,1,7,2021
430,85,99,promosi,2,7,2022
430,76,60,tetap,1,6,2023
430,60,92,tetap,2,6,2024
430,81,68,tetap,3,6,2025
431,70,89,tetap,1,6,2021
431,75,63,tetap,2,6,2022
431,64,80,tetap,3,6,2023
431,62,86,tetap,4,6,2024
431,97,94,promosi,5,6,2025
432,76,61,tetap,1,6,2021
432,64,66,tetap,2,6,2022
432,84,92,tetap,3,6,2023
432,92,73,tetap,4,6,2024
432,79,61,tetap,5,6,2025
433,72,76,tetap,1,7,2021
433,79,61,tetap,2,7,2022
433,61,92,tetap,3,7,2023
433,75,73,tetap,4,7,2024
433,93,76,tetap,5,7,2025
434,65,73,tetap,1,6,2021
434,93,63,tetap,2,6,2022
434,65,88,tetap,3,6,2023
434,92,87,promosi,4,6,2024
434,85,100,promosi,5,5,2025
435,86,85,promosi,1,6,2021
435,88,74,tetap,1,5,2022
435,71,84,tetap,2,5,2023
435,76,97,tetap,3,5,2024
435,94,67,tetap,4,5,2025
436,100,93,promosi,1,5,2021
436,82,82,tetap,1,4,2022
436,90,75,tetap,2,4,2023
436,85,91,promosi,3,4,2024
436,74,64,tetap,1,3,2025
437,62,70,tetap,1,7,2021
437,61,62,mutasi,2,7,2022
437,61,79,tetap,1,7,2023
437,83,66,tetap,2,7,2024
437,84,73,tetap,3,7,2025
438,79,94,tetap,1,5,2021
438,85,94,promosi,2,5,2022
438,93,91,promosi,3,4,2023
438,70,74,tetap,1,3,2024
438,84,60,tetap,2,3,2025
439,80,100,tetap,1,7,2021
439,72,92,tetap,2,7,2022
439,74,98,tetap,3,7,2023
439,87,86,promosi,4,7,2024
439,89,85,promosi,5,6,2025
440,70,77,tetap,1,7,2021
440,91,68,tetap,2,7,2022
440,96,89,promosi,3,7,2023
440,70,72,tetap,1,6,2024
440,75,82,tetap,2,6,2025
441,75,69,tetap,1,5,2021
441,95,78,tetap,2,5,2022
441,62,92,tetap,3,5,2023
441,71,83,tetap,4,5,2024
441,94,67,tetap,5,5,2025
442,100,64,tetap,1,5,2021
442,95,62,tetap,2,5,2022
442,64,95,tetap,3,5,2023
442,77,84,tetap,4,5,2024
442,86,96,promosi,5,5,2025
443,75,89,tetap,1,5,2021
443,85,81,tetap,2,5,2022
443,97,81,tetap,3,5,2023
443,65,80,tetap,4,5,2024
443,83,100,tetap,5,5,2025
444,77,75,tetap,1,5,2021
444,70,87,tetap,2,5,2022
444,71,89,tetap,3,5,2023
444,90,96,promosi,4,5,2024
444,61,100,tetap,1,4,2025
445,93,68,tetap,1,6,2021
445,94,99,promosi,2,6,2022
445,71,87,tetap,1,5,2023
445,65,86,tetap,2,5,2024
445,76,98,tetap,3,5,2025
446,78,77,tetap,1,6,2021
446,80,70,tetap,2,6,2022
446,68,66,tetap,3,6,2023
446,97,84,tetap,4,6,2024
446,73,82,tetap,5,6,2025
447,76,60,tetap,1,5,2021
447,93,80,tetap,2,5,2022
447,87,97,promosi,3,5,2023
447,75,65,tetap,1,4,2024
447,76,77,tetap,2,4,2025
448,60,68,tetap,1,6,2021
448,97,84,tetap,2,6,2022
448,96,96,promosi,3,6,2023
448,76,84,tetap,1,5,2024
448,100,86,promosi,2,5,2025
449,90,79,tetap,1,5,2021
449,64,86,tetap,2,5,2022
449,83,91,tetap,3,5,2023
449,64,83,tetap,4,5,2024
449,80,60,tetap,5,5,2025
450,71,72,tetap,1,6,2021
450,80,92,tetap,2,6,2022
450,80,76,tetap,3,6,2023
450,66,75,tetap,4,6,2024
450,63,77,tetap,5,6,2025
451,63,97,tetap,1,7,2021
451,89,92,promosi,2,7,2022
451,82,71,tetap,1,6,2023
451,91,100,promosi,2,6,2024
451,72,80,tetap,1,5,2025
452,62,98,tetap,1,5,2021
452,66,64,tetap,2,5,2022
452,60,63,mutasi,3,5,2023
452,66,89,tetap,1,6,2024
452,94,93,promosi,2,6,2025
453,98,80,tetap,1,7,2021
453,92,75,tetap,2,7,2022
453,99,70,tetap,3,7,2023
453,84,83,tetap,4,7,2024
453,92,65,tetap,5,7,2025
454,73,68,tetap,1,5,2021
454,66,75,tetap,2,5,2022
454,62,83,tetap,3,5,2023
454,70,84,tetap,4,5,2024
454,84,88,tetap,5,5,2025
455,77,82,tetap,1,5,2021
455,94,61,tetap,2,5,2022
455,63,79,tetap,3,5,2023
455,97,96,promosi,4,5,2024
455,76,67,tetap,1,4,2025
456,68,68,tetap,1,5,2021
456,65,64,mutasi,2,5,2022
456,94,70,tetap,1,6,2023
456,60,93,tetap,2,6,2024
456,85,83,tetap,3,6,2025
457,90,83,tetap,1,7,2021
457,70,72,tetap,2,7,2022
457,90,61,tetap,3,7,2023
457,100,70,tetap,4,7,2024
457,65,99,tetap,5,7,2025
458,71,87,tetap,1,5,2021
458,73,85,tetap,2,5,2022
458,73,99,tetap,3,5,2023
458,60,92,tetap,4,5,2024
458,85,71,tetap,5,5,2025
459,90,70,tetap,1,7,2021
459,92,85,promosi,2,7,2022
459,86,75,tetap,1,6,2023
459,92,92,promosi,2,6,2024
459,100,81,tetap,1,5,2025
460,76,93,tetap,1,7,2021
460,84,63,tetap,2,7,2022
460,66,65,tetap,3,7,2023
460,69,87,tetap,4,7,2024
460,70,81,tetap,5,7,2025
461,65,79,tetap,1,7,2021
461,93,87,promosi,2,7,2022
461,73,70,tetap,1,6,2023
461,93,79,tetap,2,6,2024
461,79,84,tetap,3,6,2025
462,84,70,tetap,1,7,2021
462,75,84,tetap,2,7,2022
462,66,89,tetap,3,7,2023
462,76,94,tetap,4,7,2024
462,60,80,tetap,5,7,2025
463,76,87,tetap,1,5,2021
463,73,69,tetap,2,5,2022
463,66,87,tetap,3,5,2023
463,78,99,tetap,4,5,2024
463,62,68,tetap,5,5,2025
464,97,98,promosi,1,6,2021
464,67,98,tetap,1,5,2022
464,62,67,tetap,2,5,2023
464,100,96,promosi,3,5,2024
464,98,100,promosi,4,4,2025
465,79,85,tetap,1,6,2021
465,69,88,tetap,2,6,2022
465,99,87,promosi,3,6,2023
465,73,99,tetap,1,5,2024
465,84,93,tetap,2,5,2025
466,64,66,tetap,1,6,2021
466,69,64,tetap,2,6,2022
466,96,94,promosi,3,6,2023
466,69,100,tetap,1,5,2024
466,100,63,tetap,2,5,2025
467,87,91,promosi,1,6,2021
467,88,69,tetap,1,5,2022
467,96,66,tetap,2,5,2023
467,76,83,tetap,3,5,2024
467,100,76,tetap,4,5,2025
468,82,86,tetap,1,6,2021
468,94,96,promosi,2,6,2022
468,92,86,promosi,3,5,2023
468,74,90,tetap,1,4,2024
468,62,65,mutasi,2,4,2025
469,65,88,tetap,1,6,2021
469,65,80,tetap,2,6,2022
469,60,62,mutasi,3,6,2023
469,73,94,tetap,1,7,2024
469,81,86,tetap,2,7,2025
470,71,78,tetap,1,7,2021
470,85,83,tetap,2,7,2022
470,92,98,promosi,3,7,2023
470,90,73,tetap,1,6,2024
470,80,66,tetap,2,6,2025
471,97,82,tetap,1,5,2021
471,62,91,tetap,2,5,2022
471,93,66,tetap,3,5,2023
471,80,95,tetap,4,5,2024
471,71,76,tetap,5,5,2025
472,86,92,promosi,1,6,2021
472,93,75,tetap,1,5,2022
472,68,92,tetap,2,5,2023
472,67,61,tetap,3,5,2024
472,90,85,promosi,4,5,2025
473,90,96,promosi,1,5,2021
473,85,100,promosi,2,4,2022
473,100,89,promosi,3,3,2023
473,63,79,tetap,1,2,2024
473,97,77,tetap,2,2,2025
474,75,67,tetap,1,6,2021
474,61,71,tetap,2,6,2022
474,62,75,tetap,3,6,2023
474,63,82,tetap,4,6,2024
474,64,76,tetap,5,6,2025
475,73,97,tetap,1,5,2021
475,88,69,tetap,2,5,2022
475,77,82,tetap,3,5,2023
475,98,61,tetap,4,5,2024
475,73,98,tetap,5,5,2025
476,100,99,promosi,1,7,2021
476,84,95,tetap,1,6,2022
476,98,89,promosi,2,6,2023
476,97,65,tetap,1,5,2024
476,86,76,tetap,2,5,2025
477,100,68,tetap,1,6,2021
477,89,86,promosi,2,6,2022
477,77,78,tetap,1,5,2023
477,100,85,promosi,2,5,2024
477,75,75,tetap,1,4,2025
478,68,72,tetap,1,5,2021
478,77,78,tetap,2,5,2022
478,81,97,tetap,3,5,2023
478,62,73,tetap,4,5,2024
478,73,95,tetap,5,5,2025
479,89,74,tetap,1,7,2021
479,71,61,tetap,2,7,2022
479,90,73,tetap,3,7,2023
479,62,63,mutasi,4,7,2024
479,71,91,tetap,1,7,2025
480,60,99,tetap,1,5,2021
480,74,62,tetap,2,5,2022
480,65,63,mutasi,3,5,2023
480,82,68,tetap,1,6,2024
480,73,82,tetap,2,6,2025
481,74,76,tetap,1,5,2021
481,68,86,tetap,2,5,2022
481,86,64,tetap,3,5,2023
481,62,100,tetap,4,5,2024
481,78,90,tetap,5,5,2025
482,82,99,tetap,1,6,2021
482,94,92,promosi,2,6,2022
482,83,79,tetap,1,5,2023
482,90,100,promosi,2,5,2024
482,79,73,tetap,1,4,2025
483,94,69,tetap,1,6,2021
483,75,95,tetap,2,6,2022
483,100,60,tetap,3,6,2023
483,83,76,tetap,4,6,2024
483,99,68,tetap,5,6,2025
484,74,63,tetap,1,5,2021
484,66,96,tetap,2,5,2022
484,99,75,tetap,3,5,2023
484,91,89,promosi,4,5,2024
484,86,95,promosi,5,4,2025
485,81,92,tetap,1,6,2021
485,88,64,tetap,2,6,2022
485,100,67,tetap,3,6,2023
485,96,68,tetap,4,6,2024
485,83,93,tetap,5,6,2025
486,65,61,mutasi,1,6,2021
486,92,96,promosi,2,7,2022
486,86,65,tetap,1,6,2023
486,97,73,tetap,2,6,2024
486,61,70,tetap,3,6,2025
487,71,76,tetap,1,5,2021
487,97,80,tetap,2,5,2022
487,92,80,tetap,3,5,2023
487,96,81,tetap,4,5,2024
487,87,76,tetap,5,5,2025
488,96,89,promosi,1,6,2021
488,69,73,tetap,1,5,2022
488,81,90,tetap,2,5,2023
488,63,72,tetap,3,5,2024
488,69,61,tetap,4,5,2025
489,94,86,promosi,1,5,2021
489,88,81,tetap,1,4,2022
489,71,95,tetap,2,4,2023
489,76,65,tetap,3,4,2024
489,89,61,tetap,4,4,2025
490,72,67,tetap,1,6,2021
490,62,94,tetap,2,6,2022
490,65,88,tetap,3,6,2023
490,97,80,tetap,4,6,2024
490,66,69,tetap,5,6,2025
491,76,90,tetap,1,5,2021
491,95,87,promosi,2,5,2022
491,72,94,tetap,1,4,2023
491,96,91,promosi,2,4,2024
491,70,87,tetap,1,3,2025
492,83,78,tetap,1,7,2021
492,88,66,tetap,2,7,2022
492,96,91,promosi,3,7,2023
492,63,96,tetap,1,6,2024
492,87,71,tetap,2,6,2025
493,68,88,tetap,1,7,2021
493,91,87,promosi,2,7,2022
493,60,64,mutasi,3,6,2023
493,80,69,tetap,1,7,2024
493,87,64,tetap,2,7,2025
494,75,88,tetap,1,7,2021
494,83,60,tetap,2,7,2022
494,91,79,tetap,3,7,2023
494,97,96,promosi,4,7,2024
494,89,98,promosi,5,6,2025
495,92,99,promosi,1,5,2021
495,86,85,promosi,2,4,2022
495,76,96,tetap,1,3,2023
495,82,75,tetap,2,3,2024
495,74,77,tetap,3,3,2025
496,76,64,tetap,1,7,2021
496,81,73,tetap,2,7,2022
496,84,74,tetap,3,7,2023
496,77,80,tetap,4,7,2024
496,99,61,tetap,5,7,2025
497,94,84,tetap,1,6,2021
497,75,76,tetap,2,6,2022
497,96,81,tetap,3,6,2023
497,75,94,tetap,4,6,2024
497,86,66,tetap,5,6,2025
498,89,87,promosi,1,5,2021
498,62,86,tetap,1,4,2022
498,70,65,tetap,2,4,2023
498,91,96,promosi,3,4,2024
498,91,81,tetap,1,3,2025
499,84,92,tetap,1,5,2021
499,94,74,tetap,2,5,2022
499,85,82,tetap,3,5,2023
499,66,80,tetap,4,5,2024
499,91,83,tetap,5,5,2025
500,85,88,promosi,1,7,2021
500,92,83,tetap,1,6,2022
500,63,64,mutasi,2,6,2023
500,73,66,tetap,1,7,2024
500,77,67,tetap,2,7,2025
501,66,86,tetap,1,7,2021
501,69,97,tetap,2,7,2022
501,95,78,tetap,3,7,2023
501,95,73,tetap,4,7,2024
501,70,90,tetap,5,7,2025
502,75,91,tetap,1,6,2021
502,71,75,tetap,2,6,2022
502,76,80,tetap,3,6,2023
502,74,81,tetap,4,6,2024
502,74,66,tetap,5,6,2025
